task_id,category,first_msg,expected_tool,resolver_outcome,hit_step,desired_chain_raw,wants_factor,file_task_type,has_因子,has_排放因子,has_排放,has_factor_en,has_emission_en,has_confirm_first,has_micro_keyword,has_macro_keyword
e2e_colloquial_157,ambiguous_colloquial,城配小货NOx因子,query_emission_factors,None,none,,false,no_file,true,false,false,false,false,false,false,false
e2e_colloquial_158,ambiguous_colloquial,跨城大巴PM2.5因子,query_emission_factors,None,none,,false,no_file,true,false,false,false,false,false,false,false
e2e_colloquial_159,ambiguous_colloquial,私家四轮2022年的CO2因子,query_emission_factors,None,none,,false,no_file,true,false,false,false,false,false,false,false
e2e_colloquial_160,ambiguous_colloquial,厢式小货主干道NOx因子,query_emission_factors,None,none,,false,no_file,true,false,false,false,false,false,false,false
e2e_codeswitch_161,code_switch_typo,查 passenger car 的 NOx 排放银子,query_emission_factors,None,none,,false,no_file,false,false,true,false,false,false,false,false
e2e_codeswitch_162,code_switch_typo,calculate 一下 CO2 emission for this file,calculate_macro_emission,calculate_macro_emission,desired_chain,calculate_macro_emission,false,macro_emission,false,false,false,false,true,false,false,false
e2e_codeswitch_163,code_switch_typo,查 2020 年小汽车的排放,-,None,none,,false,no_file,false,false,true,false,false,false,false,false
e2e_codeswitch_164,code_switch_typo,NOx factor for 公交车 pls,query_emission_factors,None,none,,false,no_file,false,false,false,true,false,false,false,false
e2e_codeswitch_165,code_switch_typo,帮我 query 一下 CO₂ for school bus 2022,query_emission_factors,None,none,,false,no_file,false,false,false,false,false,false,false,false
e2e_codeswitch_166,code_switch_typo,"用这个 file 算 PM2,5 emission",calculate_macro_emission,calculate_macro_emission,desired_chain,calculate_macro_emission,false,macro_emission,false,false,false,false,true,false,false,false
e2e_codeswitch_167,code_switch_typo,查 motercycle 的 CO 排放因子,query_emission_factors,query_emission_factors,desired_chain,query_emission_factors,true,no_file,true,true,true,false,false,false,false,false
e2e_codeswitch_168,code_switch_typo,passenger truck 在主干道 NOx fctor,query_emission_factors,None,none,,false,no_file,false,false,false,false,false,false,false,false
e2e_codeswitch_169,code_switch_typo,run dispersion after 算 NOx from this road net,calculate_macro_emission,calculate_macro_emission,desired_chain,calculate_macro_emission;calculate_dispersion,false,macro_emission,false,false,false,false,false,false,false,false
e2e_codeswitch_170,code_switch_typo,查CO emmision factor for bus,query_emission_factors,None,none,,false,no_file,false,false,false,true,false,false,false,false
e2e_codeswitch_171,code_switch_typo,小汽车 PM25 因子 2021,query_emission_factors,None,none,,false,no_file,true,false,false,false,false,false,false,false
e2e_codeswitch_172,code_switch_typo,计算这个轨迹的N0x排放,calculate_micro_emission,calculate_micro_emission,desired_chain,calculate_micro_emission,false,micro_emission,false,false,true,false,false,false,false,false
e2e_codeswitch_173,code_switch_typo,query 2022 refuse truck PM10 排放因子,query_emission_factors,query_emission_factors,desired_chain,query_emission_factors,true,no_file,true,true,true,false,false,false,false,false
e2e_codeswitch_174,code_switch_typo,这个路网 CO emission 然后 render map,calculate_macro_emission,calculate_macro_emission,desired_chain,calculate_macro_emission;render_spatial_map,false,macro_emission,false,false,false,false,true,false,false,false
e2e_codeswitch_175,code_switch_typo,查 intercity bus 二氧化碳 factor,query_emission_factors,None,none,,false,no_file,false,false,false,true,false,false,false,false
e2e_codeswitch_176,code_switch_typo,算一下这个file的THC排方,calculate_macro_emission,calculate_macro_emission,file_task_type,,false,macro_emission,false,false,false,false,false,false,false,false
e2e_codeswitch_177,code_switch_typo,NOx for light commerical truck on 支路,query_emission_factors,None,none,,false,no_file,false,false,false,false,false,false,false,false
e2e_codeswitch_178,code_switch_typo,查2023年 passenger car 的,-,None,none,,false,no_file,false,false,false,false,false,false,false,false
e2e_codeswitch_179,code_switch_typo,calculate CO2 dispesion with urban summer day,-,None,none,,false,no_file,false,false,false,false,false,false,false,false
e2e_codeswitch_180,code_switch_typo,帮我查一下PM two point five factor for 校车,query_emission_factors,None,none,,false,no_file,false,false,false,true,false,false,false,false
